LLM,topic,experiment,if_base,稳态轮次,达成共识轮次,共识观点,末轮观点分布,末轮平均观点,agent1_posi,agent1_negi,agent1_poss,agent1_negs,agent2_posi,agent2_negi,agent2_poss,agent2_negs,agent3_posi,agent3_negi,agent3_poss,agent3_negs,agent4_posi,agent4_negi,agent4_poss,agent4_negs,agent5_posi,agent5_negi,agent5_poss,agent5_negs,agent6_posi,agent6_negi,agent6_poss,agent6_negs,rumor,truth
DeepSeek-V3.2,1,19,0,8,11,False,polar,0.6666666666666666,0.058142009840344476,0.0,-0.4822530864197532,0.0,0.21889303864692888,0.0,-0.5787037037037037,0.0,0.0,0.0,-0.2325680393613779,0.0,0.0,0.0,0.0,0.0,1.2026893349432253,0.0,0.0,0.0,0.5082448904987807,0.0,-0.6944444444444445,0.0,4,5
DeepSeek-V3.2,1,20,0,5,11,False,polar,0.3333333333333333,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,-0.40187757201646096,0.0,0.13395919067215364,0.0,-0.6944444444444445,0.0,0.0,0.6944444444444445,0.0,0.0,0.13395919067215364,0.0,-0.6944444444444445,0.0,1.5228480795610428,0.0,0.0,0.0,4,6
DeepSeek-V3.2,1,21,0,6,11,False,polar,0.3333333333333333,1.1860925354366714,0.0,0.0,0.0,0.1116326588934614,0.0,-0.4822530864197532,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.3348979766803842,0.0,0.0,0.8333333333333334,0.0,0.0,0.352759202103338,0.0,-0.8333333333333334,0.0,5,1
DeepSeek-V3.2,1,22,0,9,11,False,polar,0.6666666666666666,0.04845167486695373,0.0,-0.2790816472336535,0.0,1.1252751869078013,0.0,0.0,0.0,0.14147889061150487,0.0,-0.5787037037037037,0.0,0.0,0.0,-0.19380669946781492,0.0,0.0,0.0,0.0,0.0,0.43083074246335673,0.0,-0.6944444444444445,0.0,5,2
DeepSeek-V3.2,1,23,0,6,11,False,-1_0_1,-0.5,0.0,0.0,0.0,0.0,0.0,0.1116326588934614,0.0,-0.40187757201646096,0.0,0.0,0.0,0.0,0.0,0.31257144490169186,0.0,-0.8333333333333334,0.0,1.1459047782350251,0.0,0.0,0.0,0.0,0.0,-0.3348979766803842,5,3
DeepSeek-V3.2,1,24,0,2,11,False,-1_0_1,0.5,0.6944444444444445,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,0.0,-0.6944444444444445,0.0,1.527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
DeepSeek-V3.2,1,25,0,2,11,False,-1_0_1,0.5,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,0.0,0.0,0.0,1.8981481481481484,0.0,0.0,0.0,5,6
DeepSeek-V3.2,1,26,0,3,11,False,polar,-0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.5787037037037037,0.0,0.0,-0.8333333333333334,0.0,0.0,0.19290123456790123,0.0,-0.6944444444444445,0.0,0.5401234567901235,0.0,-0.8333333333333334,0.0,1.373456790123457,0.0,0.0,6,1
DeepSeek-V3.2,1,27,0,10,11,False,polar,0.6666666666666666,0.0,0.0,-0.1615055828898458,0.0,1.3139591670225683,0.0,0.0,0.0,0.04037639572246145,0.0,-0.2790816472336535,0.0,0.48062583368923484,0.0,-0.8333333333333334,0.0,0.1334036114670126,0.0,-0.6944444444444445,0.0,0.0,0.0,0.0,0.0,6,2
DeepSeek-V3.2,1,28,0,4,11,False,-1_0_1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4822530864197532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4822530864197532,0.0,0.0,0.0,0.0,0.0,6,3
DeepSeek-V3.2,1,29,0,9,11,False,polar,0.0,0.0,0.1674489883401921,0.0,-0.8333333333333334,0.0,0.0,-0.19380669946781492,0.0,0.0,0.0,0.0,-0.3348979766803842,0.4987809217503684,0.0,0.0,0.0,0.09690334973390746,0.0,-0.40187757201646096,0.0,0.0,1.0007823216735254,0.0,0.0,6,4
DeepSeek-V3.2,1,30,0,8,11,False,-1_0_1,-0.5,0.0,0.0,0.0,0.0,0.0,0.07752267978712597,0.0,-0.4822530864197532,0.0,0.0,0.0,-0.2325680393613779,0.0,0.31864922299700255,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.1519825563303359,0.0,0.0,6,5
DeepSeek-V3.2,2,-4,1,1,11,False,polar,0.6666666666666666,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,3.3333333333333335,0.0,0.0,0.0,2,6
DeepSeek-V3.2,2,-3,1,1,11,False,polar,0.3333333333333333,2.5,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,6,1
DeepSeek-V3.2,2,-2,1,1,11,False,polar,0.0,0.0,0.0,-0.8333333333333334,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.8333333333333334,0.0,0.0,1.6666666666666667,0.0,0.0,6,2
DeepSeek-V3.2,2,-1,1,1,11,False,polar,-0.3333333333333333,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.8333333333333334,0.0,0.0,2.5,0.0,0.0,6,3
DeepSeek-V3.2,2,0,1,1,11,False,polar,0.3333333333333333,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,2.5,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.8333333333333334,0.0,0.0,6,4
DeepSeek-V3.2,2,1,0,3,11,False,polar,0.6666666666666666,0.0,0.0,0.0,0.0,2.644675925925926,0.0,0.0,0.0,0.14467592592592593,0.0,-0.8333333333333334,0.0,0.14467592592592593,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.5787037037037037,0.0,0.14467592592592593,0.0,-0.8333333333333334,0.0,1,2
DeepSeek-V3.2,2,2,0,4,11,False,polar,0.3333333333333333,0.0,0.8333333333333334,0.0,0.0,0.1607510288065844,0.0,-0.8333333333333334,0.0,1.827417695473251,0.0,0.0,0.0,0.1607510288065844,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.4822530864197532,0.0,1,3
DeepSeek-V3.2,2,3,0,1,11,False,polar,-0.3333333333333333,0.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,1,4
DeepSeek-V3.2,2,4,0,2,11,False,polar,0.6666666666666666,0.0,0.0,0.0,0.0,0.462962962962963,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,0.0,-0.6944444444444445,0.0,2.1296296296296298,0.0,0.0,0.0,0.462962962962963,0.0,-0.8333333333333334,0.0,1,5
DeepSeek-V3.2,2,5,0,1,11,False,polar,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,1.6666666666666667,0.0,0.0,0.0,1,6
DeepSeek-V3.2,2,6,0,1,11,False,polar,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,2,1
DeepSeek-V3.2,2,7,0,1,11,False,polar,0.6666666666666666,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,2,3
DeepSeek-V3.2,2,8,0,5,11,False,polar,0.6666666666666666,0.6405928497942388,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.10046939300411524,0.0,-0.5787037037037037,0.0,1.473926183127572,0.0,0.0,0.0,0.0,0.0,-0.40187757201646096,0.0,0.2933706275720165,0.0,-0.6944444444444445,0.0,2,4
DeepSeek-V3.2,2,9,0,3,11,False,polar,0.6666666666666666,0.37615740740740744,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.14467592592592593,0.0,-0.6944444444444445,0.0,0.37615740740740744,0.0,-0.8333333333333334,0.0,2.0428240740740744,0.0,0.0,0.0,0.0,0.0,-0.5787037037037037,0.0,2,5
DeepSeek-V3.2,2,10,0,2,11,False,polar,-0.3333333333333333,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.0,1.8981481481481484,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.6944444444444445,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,2,6
DeepSeek-V3.2,2,11,0,2,11,False,polar,0.3333333333333333,1.8981481481481484,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,-0.6944444444444445,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.0,3,1
DeepSeek-V3.2,2,12,0,3,11,False,polar,0.6666666666666666,0.0,0.0,-0.5787037037037037,0.0,2.644675925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14467592592592593,0.0,-0.8333333333333334,0.0,0.14467592592592593,0.0,-0.8333333333333334,0.0,0.14467592592592593,0.0,-0.8333333333333334,0.0,3,2
DeepSeek-V3.2,2,13,0,2,11,False,polar,0.6666666666666666,0.462962962962963,0.0,-0.8333333333333334,0.0,0.462962962962963,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,2.1296296296296298,0.0,0.0,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,0.0,-0.6944444444444445,0.0,3,4
DeepSeek-V3.2,2,14,0,1,11,False,polar,-0.6666666666666666,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,3,5
DeepSeek-V3.2,2,15,0,2,11,False,polar,0.3333333333333333,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.6944444444444445,0.0,1.8981481481481484,0.0,0.0,0.0,3,6
DeepSeek-V3.2,2,16,0,1,11,False,polar,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,4,1
DeepSeek-V3.2,2,17,0,1,11,False,polar,0.6666666666666666,0.0,0.0,-0.8333333333333334,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,4,2
DeepSeek-V3.2,2,18,0,1,11,False,polar,0.3333333333333333,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.8333333333333334,0.0,2.5,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,4,3
DeepSeek-V3.2,2,19,0,3,11,False,polar,0.3333333333333333,0.0,0.0,-0.5787037037037037,0.0,0.19290123456790123,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,1.859567901234568,0.0,0.0,0.0,0.19290123456790123,0.0,-0.8333333333333334,0.0,4,5
DeepSeek-V3.2,2,20,0,2,11,False,polar,0.3333333333333333,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.6944444444444445,0.0,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.6944444444444445,0.0,0.0,0.0,0.0,0.0,-0.6944444444444445,1.8981481481481484,0.0,0.0,0.0,4,6
DeepSeek-V3.2,2,21,0,3,11,False,polar,0.6666666666666666,2.0428240740740744,0.0,0.0,0.0,0.37615740740740744,0.0,-0.8333333333333334,0.0,0.37615740740740744,0.0,-0.8333333333333334,0.0,0.14467592592592593,0.0,-0.6944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5787037037037037,0.0,5,1
DeepSeek-V3.2,2,22,0,3,11,False,polar,0.0,0.0,0.0,0.0,-0.8333333333333334,1.1226851851851851,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.5787037037037037,0.0,0.0,1.6666666666666667,0.0,0.0,0.28935185185185186,0.0,-0.8333333333333334,0.0,5,2
DeepSeek-V3.2,2,23,0,1,11,False,polar,-0.3333333333333333,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,5,3
DeepSeek-V3.2,2,24,0,1,11,False,polar,0.6666666666666666,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,5,4
DeepSeek-V3.2,2,25,0,2,11,False,polar,0.3333333333333333,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.2314814814814815,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,0.8333333333333334,0.0,0.0,1.8981481481481484,0.0,0.0,0.0,5,6
DeepSeek-V3.2,2,26,0,1,11,False,polar,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,6,1
DeepSeek-V3.2,2,27,0,1,11,False,polar,0.3333333333333333,0.0,0.0,-0.8333333333333334,0.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.8333333333333334,0.0,0.0,0.8333333333333334,0.0,0.0,6,2
DeepSeek-V3.2,2,28,0,1,11,False,polar,-0.3333333333333333,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,2.5,0.0,0.0,6,3
DeepSeek-V3.2,2,29,0,2,11,False,polar,0.6666666666666666,0.17361111111111113,0.0,-0.8333333333333334,0.0,0.17361111111111113,0.0,-0.8333333333333334,0.0,0.17361111111111113,0.0,-0.8333333333333334,0.0,2.673611111111111,0.0,0.0,0.0,0.0,0.0,-0.6944444444444445,0.0,0.0,0.0,0.0,0.0,6,4
DeepSeek-V3.2,2,30,0,3,11,False,polar,0.3333333333333333,0.19290123456790123,0.0,-0.8333333333333334,0.0,0.19290123456790123,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.5787037037037037,0.0,0.0,0.0,0.0,-0.8333333333333334,1.859567901234568,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,6,5
DeepSeek-V3.2,3,-4,1,7,11,False,polar,0.6666666666666666,0.1474971679577794,0.0,-0.6944444444444445,0.0,0.0,1.0195004249241713,0.0,0.0,0.9418041395344454,0.0,-0.8333333333333334,0.0,0.0,0.0,-1.284433116275562,-1.0195004249241713,0.1474971679577794,0.0,-0.6944444444444445,0.0,1.7751374728677787,0.0,0.0,0.0,2,6
DeepSeek-V3.2,3,-3,1,2,2,1,consistent,1.0,1.9761211336452116,0.0,0.0,0.0,0.29361612237816126,0.0,-0.6944444444444445,0.0,0.29361612237816126,0.0,-0.6944444444444445,0.0,0.29361612237816126,0.0,-0.6944444444444445,0.0,0.29361612237816126,0.0,-0.6944444444444445,0.0,1.388888888888889,0.0,-1.7616967342689676,0.0,6,1
DeepSeek-V3.2,3,-2,1,3,11,False,polar,0.6666666666666666,0.0,0.0,-0.5787037037037037,0.0,2.052469135802469,0.0,0.0,0.0,0.0,0.0,-0.5787037037037037,0.0,0.38580246913580246,0.0,-0.8333333333333334,0.0,0.38580246913580246,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,6,2
DeepSeek-V3.2,3,-1,1,6,11,False,polar,0.6666666666666666,0.12136909820525846,0.0,-0.3348979766803842,0.0,0.32646269058061295,0.0,-0.5787037037037037,0.0,1.3102589868769092,0.0,0.0,0.0,0.08372449417009604,0.0,-0.8495836874368092,-0.8333333333333334,0.6158145424324648,0.0,-0.6944444444444445,0.0,0.0,0.8333333333333334,0.0,0.0,6,3
DeepSeek-V3.2,3,0,1,3,11,False,polar,0.6666666666666666,0.0,0.0,-1.2234005099090053,-0.6944444444444445,0.17477150141557218,0.0,-0.5787037037037037,0.0,0.5424442373990456,0.0,-0.8333333333333334,0.0,2.2091109040657124,0.0,0.0,0.0,0.5424442373990456,0.0,-0.8333333333333334,0.0,0.0,0.6944444444444445,0.0,0.0,6,4
DeepSeek-V3.2,3,1,0,2,11,False,polar,0.6666666666666666,0.0,0.8333333333333334,0.0,0.0,2.8670201529727017,0.0,0.0,0.0,0.36702015297270163,0.0,-0.8333333333333334,0.0,0.0,0.0,-1.4680806118908065,-0.8333333333333334,0.36702015297270163,0.0,-0.8333333333333334,0.0,0.36702015297270163,0.0,-0.8333333333333334,0.0,1,2
DeepSeek-V3.2,3,2,0,4,11,False,polar,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.4822530864197532,0.0,2.6205632716049383,0.0,0.0,0.0,0.1205632716049383,0.0,-0.8333333333333334,0.0,0.1205632716049383,0.0,-0.8333333333333334,0.0,0.1205632716049383,0.0,-0.8333333333333334,0.0,1,3
DeepSeek-V3.2,3,3,0,1,11,False,polar,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334,0.0,1,4
