LLM,topic,experiment,if_base,稳态轮次,达成共识轮次,共识观点,末轮观点分布,末轮平均观点
DeepSeek-V3.2,5,17,0,7,7,1,consistent,1.0
DeepSeek-V3.2,5,18,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,19,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,20,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,21,0,5,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,22,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,23,0,3,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,24,0,1,11,False,polar,0.0
DeepSeek-V3.2,5,25,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,26,0,8,8,1,consistent,1.0
DeepSeek-V3.2,5,27,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,28,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,29,0,3,11,False,polar,0.6666666666666666
DeepSeek-V3.2,5,30,0,1,1,1,consistent,1.0
DeepSeek-V3.2,6,-4,1,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,-3,1,3,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,-2,1,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,-1,1,5,11,False,polar,0.3333333333333333
DeepSeek-V3.2,6,0,1,4,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,1,0,4,4,1,consistent,1.0
DeepSeek-V3.2,6,2,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,3,0,4,4,1,consistent,1.0
DeepSeek-V3.2,6,4,0,5,5,1,consistent,1.0
DeepSeek-V3.2,6,5,0,8,8,1,consistent,1.0
DeepSeek-V3.2,6,6,0,3,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,7,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,8,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,9,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,10,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,11,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,12,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,13,0,7,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,14,0,10,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,15,0,1,1,1,consistent,1.0
DeepSeek-V3.2,6,16,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,17,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,18,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,19,0,7,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,20,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,21,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,22,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,23,0,2,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,24,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,25,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,26,0,1,11,False,polar,0.3333333333333333
DeepSeek-V3.2,6,27,0,8,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,28,0,5,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,29,0,1,11,False,polar,0.6666666666666666
DeepSeek-V3.2,6,30,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,-4,1,6,11,False,polar,0.6666666666666666
GPT-5.1,1,-3,1,10,11,False,-1_0_1,0.5
GPT-5.1,1,-2,1,9,11,False,-1_0_1,0.16666666666666666
GPT-5.1,1,-1,1,7,11,False,-1_0_1,0.0
GPT-5.1,1,0,1,7,11,False,-1_0_1,0.5
GPT-5.1,1,1,0,6,11,False,polar,0.6666666666666666
GPT-5.1,1,2,0,2,11,False,polar,0.6666666666666666
GPT-5.1,1,3,0,4,11,False,polar,0.6666666666666666
GPT-5.1,1,4,0,3,11,False,polar,0.6666666666666666
GPT-5.1,1,5,0,1,1,1,consistent,1.0
GPT-5.1,1,6,0,3,11,False,-1_0_1,0.16666666666666666
GPT-5.1,1,7,0,7,11,False,-1_0_1,0.16666666666666666
GPT-5.1,1,8,0,3,11,False,polar,0.6666666666666666
GPT-5.1,1,9,0,4,11,False,polar,0.6666666666666666
GPT-5.1,1,10,0,5,11,False,polar,0.6666666666666666
GPT-5.1,1,11,0,2,11,False,polar,0.6666666666666666
GPT-5.1,1,12,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,13,0,2,11,False,polar,0.6666666666666666
GPT-5.1,1,14,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,15,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,16,0,2,11,False,polar,0.6666666666666666
GPT-5.1,1,17,0,6,11,False,polar,0.3333333333333333
GPT-5.1,1,18,0,3,11,False,polar,0.3333333333333333
GPT-5.1,1,19,0,2,11,False,polar,0.6666666666666666
GPT-5.1,1,20,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,21,0,2,11,False,polar,0.3333333333333333
GPT-5.1,1,22,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,23,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,24,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,25,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,26,0,3,11,False,polar,0.6666666666666666
GPT-5.1,1,27,0,1,11,False,polar,0.3333333333333333
GPT-5.1,1,28,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,29,0,1,11,False,polar,0.6666666666666666
GPT-5.1,1,30,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,-4,1,1,11,False,polar,0.6666666666666666
GPT-5.1,2,-3,1,3,11,False,polar,0.3333333333333333
GPT-5.1,2,-2,1,1,11,False,polar,0.6666666666666666
GPT-5.1,2,-1,1,2,11,False,polar,0.6666666666666666
GPT-5.1,2,0,1,2,11,False,polar,0.6666666666666666
GPT-5.1,2,1,0,10,10,1,consistent,1.0
GPT-5.1,2,2,0,7,7,1,consistent,1.0
GPT-5.1,2,3,0,2,11,False,polar,0.6666666666666666
GPT-5.1,2,4,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,5,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,6,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,7,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,8,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,9,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,10,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,11,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,12,0,3,11,False,polar,0.6666666666666666
GPT-5.1,2,13,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,14,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,15,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,16,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,17,0,1,1,1,consistent,1.0
GPT-5.1,2,18,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,19,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,20,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,21,0,1,1,1,consistent,1.0
GPT-5.1,2,22,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,23,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,24,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,25,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,26,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,27,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,28,0,2,11,False,polar,0.6666666666666666
GPT-5.1,2,29,0,1,11,False,polar,0.6666666666666666
GPT-5.1,2,30,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,-4,1,2,11,False,polar,0.6666666666666666
GPT-5.1,3,-3,1,3,11,False,polar,0.6666666666666666
GPT-5.1,3,-2,1,4,11,False,polar,0.6666666666666666
GPT-5.1,3,-1,1,2,11,False,polar,0.6666666666666666
GPT-5.1,3,0,1,2,11,False,polar,0.6666666666666666
GPT-5.1,3,1,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,2,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,3,0,1,1,1,consistent,1.0
GPT-5.1,3,4,0,1,1,1,consistent,1.0
GPT-5.1,3,5,0,2,2,1,consistent,1.0
GPT-5.1,3,6,0,3,11,False,polar,0.6666666666666666
GPT-5.1,3,7,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,8,0,3,11,False,polar,0.6666666666666666
GPT-5.1,3,9,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,10,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,11,0,3,3,1,consistent,1.0
GPT-5.1,3,12,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,13,0,3,11,False,polar,0.6666666666666666
GPT-5.1,3,14,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,15,0,4,11,False,polar,0.6666666666666666
GPT-5.1,3,16,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,17,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,18,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,19,0,1,1,1,consistent,1.0
GPT-5.1,3,20,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,21,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,22,0,3,11,False,polar,0.6666666666666666
GPT-5.1,3,23,0,6,6,1,consistent,1.0
GPT-5.1,3,24,0,2,11,False,polar,0.6666666666666666
GPT-5.1,3,25,0,4,4,1,consistent,1.0
GPT-5.1,3,26,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,27,0,1,11,False,polar,0.6666666666666666
GPT-5.1,3,28,0,5,11,False,polar,0.6666666666666666
GPT-5.1,3,29,0,7,7,1,consistent,1.0
GPT-5.1,3,30,0,2,11,False,polar,0.6666666666666666
GPT-5.1,4,-4,1,9,11,False,-1_0_1,0.16666666666666666
GPT-5.1,4,-3,1,0,11,False,-1_0_1,0.0
GPT-5.1,4,-2,1,2,11,False,-1_0_1,0.3333333333333333
GPT-5.1,4,-1,1,4,11,False,-1_0_1,0.16666666666666666
GPT-5.1,4,0,1,0,11,False,-1_0_1,0.0
GPT-5.1,4,1,0,6,11,False,polar,0.6666666666666666
GPT-5.1,4,2,0,1,11,False,-1_0_1,0.3333333333333333
GPT-5.1,4,3,0,7,11,False,-1_0_1,0.3333333333333333
GPT-5.1,4,4,0,9,11,False,polar,0.6666666666666666
GPT-5.1,4,5,0,9,11,False,polar,0.6666666666666666
GPT-5.1,4,6,0,9,11,False,polar,0.6666666666666666
GPT-5.1,4,7,0,0,11,False,-1_0_1,0.0
GPT-5.1,4,8,0,9,11,False,-1_0_1,0.16666666666666666
GPT-5.1,4,9,0,7,11,False,-1_0_1,0.5
GPT-5.1,4,10,0,5,11,False,-1_0_1,0.3333333333333333
GPT-5.1,4,11,0,7,11,False,polar,0.6666666666666666
GPT-5.1,4,12,0,8,11,False,polar,0.6666666666666666
GPT-5.1,4,13,0,8,11,False,polar,0.6666666666666666
GPT-5.1,4,14,0,10,11,False,-1_0_1,0.5
GPT-5.1,4,15,0,5,11,False,polar,0.6666666666666666
GPT-5.1,4,16,0,3,11,False,polar,0.6666666666666666
GPT-5.1,4,17,0,7,11,False,polar,0.6666666666666666
GPT-5.1,4,18,0,6,11,False,polar,0.6666666666666666
GPT-5.1,4,19,0,10,11,False,-1_0_1,0.5
GPT-5.1,4,20,0,9,11,False,-1_0_1,0.5
GPT-5.1,4,21,0,10,11,False,polar,0.6666666666666666
GPT-5.1,4,22,0,3,11,False,-1_0_1,0.16666666666666666
GPT-5.1,4,23,0,2,11,False,-1_0_1,0.16666666666666666
GPT-5.1,4,24,0,8,11,False,polar,0.6666666666666666
GPT-5.1,4,25,0,8,11,False,-1_0_1,0.5
GPT-5.1,4,26,0,10,11,False,polar,0.6666666666666666
GPT-5.1,4,27,0,7,11,False,polar,0.6666666666666666
GPT-5.1,4,28,0,5,11,False,polar,0.6666666666666666
GPT-5.1,4,29,0,7,11,False,polar,0.6666666666666666
GPT-5.1,4,30,0,8,11,False,polar,0.6666666666666666
GPT-5.1,5,-4,1,1,11,False,polar,0.6666666666666666
GPT-5.1,5,-3,1,2,11,False,polar,0.6666666666666666
GPT-5.1,5,-2,1,1,11,False,polar,0.6666666666666666
GPT-5.1,5,-1,1,2,11,False,polar,0.6666666666666666
GPT-5.1,5,0,1,1,11,False,polar,0.3333333333333333
GPT-5.1,5,1,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,2,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,3,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,4,0,1,1,1,consistent,1.0
GPT-5.1,5,5,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,6,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,7,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,8,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,9,0,2,2,1,consistent,1.0
GPT-5.1,5,10,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,11,0,3,11,False,polar,0.6666666666666666
GPT-5.1,5,12,0,3,11,False,polar,0.6666666666666666
GPT-5.1,5,13,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,14,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,15,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,16,0,3,3,1,consistent,1.0
GPT-5.1,5,17,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,18,0,2,2,1,consistent,1.0
GPT-5.1,5,19,0,2,2,1,consistent,1.0
GPT-5.1,5,20,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,21,0,2,11,False,polar,0.6666666666666666
GPT-5.1,5,22,0,3,11,False,polar,0.6666666666666666
GPT-5.1,5,23,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,24,0,1,11,False,polar,0.3333333333333333
GPT-5.1,5,25,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,26,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,27,0,1,1,1,consistent,1.0
GPT-5.1,5,28,0,1,1,1,consistent,1.0
GPT-5.1,5,29,0,1,11,False,polar,0.6666666666666666
GPT-5.1,5,30,0,1,11,False,polar,0.6666666666666666
GPT-5.1,6,-4,1,10,10,1,consistent,1.0
GPT-5.1,6,-3,1,6,6,1,consistent,1.0
GPT-5.1,6,-2,1,3,11,False,polar,0.6666666666666666
GPT-5.1,6,-1,1,10,10,1,consistent,1.0
GPT-5.1,6,0,1,3,11,False,polar,0.6666666666666666
GPT-5.1,6,1,0,2,2,1,consistent,1.0
GPT-5.1,6,2,0,4,4,1,consistent,1.0
GPT-5.1,6,3,0,2,2,1,consistent,1.0
GPT-5.1,6,4,0,2,2,1,consistent,1.0
GPT-5.1,6,5,0,4,4,1,consistent,1.0
GPT-5.1,6,6,0,6,6,1,consistent,1.0
GPT-5.1,6,7,0,1,1,1,consistent,1.0
GPT-5.1,6,8,0,4,4,1,consistent,1.0
GPT-5.1,6,9,0,2,2,1,consistent,1.0
GPT-5.1,6,10,0,6,6,1,consistent,1.0
GPT-5.1,6,11,0,10,10,1,consistent,1.0
GPT-5.1,6,12,0,1,1,1,consistent,1.0
GPT-5.1,6,13,0,4,4,1,consistent,1.0
GPT-5.1,6,14,0,1,1,1,consistent,1.0
GPT-5.1,6,15,0,5,5,1,consistent,1.0
GPT-5.1,6,16,0,9,9,1,consistent,1.0
GPT-5.1,6,17,0,7,7,1,consistent,1.0
GPT-5.1,6,18,0,1,11,False,polar,0.6666666666666666
GPT-5.1,6,19,0,8,8,1,consistent,1.0
GPT-5.1,6,20,0,1,1,1,consistent,1.0
GPT-5.1,6,21,0,1,1,1,consistent,1.0
GPT-5.1,6,22,0,2,2,1,consistent,1.0
GPT-5.1,6,23,0,2,2,1,consistent,1.0
GPT-5.1,6,24,0,4,4,1,consistent,1.0
